-237.0	147.0
-119.0	147.0
1.0	147.0
122.0	147.0
243.0	145.0
-237.0	67.0
-117.0	67.0
3.0	67.0
123.0	67.0
243.0	67.0
-237.0	-9.0
-117.0	-9.0
3.0	-9.0
123.0	-9.0
243.0	-9.0
-237.0	-88.0
-117.0	-88.0
3.0	-87.0
123.0	-88.0
243.0	-89.0
-236.0	-168.0
-112.0	-169.0
13.0	-166.0
132.0	-168.0
243.0	-168.0
